Term,AY,Semester,Crn1,Crn2,School,Course1,Course2,Level,Schedule,Enroll
201430,2013-14,Fall,30091,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201430,2013-14,Fall,30092,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201430,2013-14,Fall,30093,,SD,CHEM110,,Undergraduate,Lecture,31
201430,2013-14,Fall,30094,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201430,2013-14,Fall,30095,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201430,2013-14,Fall,30096,,SD,CHEM210,,Undergraduate,Lab,12
201430,2013-14,Fall,30097,,SD,CHEM110,,Undergraduate,Lab,16
201430,2013-14,Fall,30098,,SD,CHEM110,,Undergraduate,Lab,12
201430,2013-14,Fall,30099,,SD,CHEM110,,Undergraduate,Lab,15
201430,2013-14,Fall,30100,,SD,CHEM110,,Undergraduate,Lab,15
201430,2013-14,Fall,30101,,SD,CHEM110,,Undergraduate,Lab,15
201430,2013-14,Fall,30102,,SD,CSIS010,,Undergraduate,Lecture,28
201430,2013-14,Fall,30103,,SD,CSIS010,,Undergraduate,Lecture,29
201430,2013-14,Fall,30104,,SD,CSIS010,,Undergraduate,Lab,15
201430,2013-14,Fall,30105,,SD,CSIS010,,Undergraduate,Lab,14
201430,2013-14,Fall,30106,,SD,CSIS010,,Undergraduate,Lab,15
201430,2013-14,Fall,30107,,SD,CSIS010,,Undergraduate,Lab,14
201430,2013-14,Fall,30108,,SD,CSIS010,,Undergraduate,Lab,10
201430,2013-14,Fall,30109,,SD,CSIS110,,Undergraduate,Lecture,32
201430,2013-14,Fall,30110,,SD,CSIS110,,Undergraduate,Lecture,16
201430,2013-14,Fall,30111,,SD,CSIS110,,Undergraduate,Lab,15
201430,2013-14,Fall,30112,,SD,CSIS110,,Undergraduate,Lab,16
201430,2013-14,Fall,30113,,SD,CSIS110,,Undergraduate,Lab,16
201430,2013-14,Fall,30114,,SD,CSIS110,,Undergraduate,Lab,16
201430,2013-14,Fall,30115,,SD,CSIS210,,Undergraduate,Lecture,19
201430,2013-14,Fall,30116,,SD,CSIS210,,Undergraduate,Lab,6
201430,2013-14,Fall,30117,,SD,CSIS220,,Undergraduate,Lecture,22
201430,2013-14,Fall,30118,,SD,CSIS410,,Undergraduate,Lecture,27
201430,2013-14,Fall,30119,,SD,MATH360,,Undergraduate,Lecture,10
201430,2013-14,Fall,30121,,AD,ATDV789,,Undergraduate,Internship,5
201430,2013-14,Fall,30127,,AD,ENGL250,,Undergraduate,Lecture,25
201430,2013-14,Fall,30128,,SD,PHYS010,,Undergraduate,Lecture,35
201430,2013-14,Fall,30129,,SD,CSIS010,,Undergraduate,Lecture,30
201430,2013-14,Fall,30130,,SD,CSIS010,,Undergraduate,Lab,15
201430,2013-14,Fall,30131,,SD,SCDV480,,Undergraduate,Internship,12
201430,2013-14,Fall,30134,,AD,HIST201,,Undergraduate,Lecture,24
201430,2013-14,Fall,30135,,AD,SPAN330,,Undergraduate,Lecture,9
201430,2013-14,Fall,30136,,SD,CSIS110,,Undergraduate,Lecture,31
201430,2013-14,Fall,30138,,AD,ATDV787,,Undergraduate,Lecture,4
201430,2013-14,Fall,30143,,AD,POSC796,,Undergraduate,Seminar,4
201430,2013-14,Fall,30144,,AD,POSC797,,Undergraduate,Seminar,4
201430,2013-14,Fall,30145,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30147,,SD,CSIS110,,Undergraduate,Lab,16
201430,2013-14,Fall,30148,,SD,BIOL130,,Undergraduate,Lecture,32
201430,2013-14,Fall,30149,,SD,CSIS210,,Undergraduate,Lab,13
201430,2013-14,Fall,30153,,AD,PSYC400,,Undergraduate,Lecture,15
201430,2013-14,Fall,30154,,AD,SOCI190,,Undergraduate,Lecture,21
201430,2013-14,Fall,30155,,SD,BIOL130,,Undergraduate,Lab,15
201430,2013-14,Fall,30156,,SD,MATH110,,Undergraduate,Lab,15
201430,2013-14,Fall,30158,,SD,MATH110,,Undergraduate,Lab,14
201430,2013-14,Fall,30162,,AD,ENGL200,,Undergraduate,Lecture,18
201430,2013-14,Fall,30163,,AD,ENGL200,,Undergraduate,Lecture,21
201430,2013-14,Fall,30164,,AD,WRIT220,,Undergraduate,Lecture,16
201430,2013-14,Fall,30166,,AD,PSYC220,,Undergraduate,Lecture,30
201430,2013-14,Fall,30167,,AD,PSYC220,,Undergraduate,Lecture,29
201430,2013-14,Fall,30168,,AD,HIST203,,Undergraduate,Lecture,26
201430,2013-14,Fall,30169,,AD,ATDV110,,Undergraduate,Lecture,14
201430,2013-14,Fall,30170,,AD,SWRK452,,Undergraduate,Lecture,25
201430,2013-14,Fall,30172,,AD,POSC130,,Undergraduate,Lecture,25
201430,2013-14,Fall,30174,,SD,MATH210,,Undergraduate,Lab,16
201430,2013-14,Fall,30175,,SD,MATH191,,Undergraduate,Lecture,15
201430,2013-14,Fall,30179,,AD,PSYC260,,Undergraduate,Lecture,29
201430,2013-14,Fall,30180,,AD,PSYC260,,Undergraduate,Lecture,28
201430,2013-14,Fall,30184,,SD,BIOL420,,Undergraduate,Lecture,26
201430,2013-14,Fall,30185,,SD,MATH120,,Undergraduate,Lab,16
201430,2013-14,Fall,30188,,SD,MATH110,,Undergraduate,Lecture,30
201430,2013-14,Fall,30189,,SD,MATH110,,Undergraduate,Lab,15
201430,2013-14,Fall,30190,,AD,HIST327,,Undergraduate,Lecture,21
201430,2013-14,Fall,30191,,AD,HIST330,,Undergraduate,Lecture,23
201430,2013-14,Fall,30192,,SD,CSIS220,,Undergraduate,Lab,8
201430,2013-14,Fall,30193,,SD,CSIS220,,Undergraduate,Lab,14
201430,2013-14,Fall,30194,,AD,SWRK466,,Undergraduate,Lecture,26
201430,2013-14,Fall,30195,,AD,PSYC400,,Undergraduate,Lab,8
201430,2013-14,Fall,30197,,SD,ENVA100,,Undergraduate,Lab,12
201430,2013-14,Fall,30200,,AD,AMST451,,Undergraduate,Colloquium,4
201430,2013-14,Fall,30203,,AD,SPAN101,,Undergraduate,Lecture/Lab,20
201430,2013-14,Fall,30206,,AD,HIST101,,Undergraduate,Lecture,25
201430,2013-14,Fall,30208,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30209,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30210,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30211,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30212,,SD,BIOL110,,Undergraduate,Lab,15
201430,2013-14,Fall,30213,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30214,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30215,,SD,BIOL110,,Undergraduate,Lab,13
201430,2013-14,Fall,30216,,AD,HIST190,,Undergraduate,Seminar,11
201430,2013-14,Fall,30217,,SD,BIOL340,,Undergraduate,Lecture,32
201430,2013-14,Fall,30218,,SD,BIOL340,,Undergraduate,Lab,16
201430,2013-14,Fall,30233,,AD,PSYC240,,Undergraduate,Lecture,30
201430,2013-14,Fall,30235,,BD,ACCT460,,Undergraduate,Lecture,22
201430,2013-14,Fall,30237,,AD,RELG141,,Undergraduate,Lecture,24
201430,2013-14,Fall,30241,,AD,HIST101,,Undergraduate,Lecture,26
201430,2013-14,Fall,30242,,AD,SPAN201,,Undergraduate,Lecture/Lab,10
201430,2013-14,Fall,30250,,AD,AMSL101,,Undergraduate,Lecture,20
201430,2013-14,Fall,30251,,SD,MATH191,,Undergraduate,Lecture,16
201430,2013-14,Fall,30259,,AD,EDUC487,,Undergraduate,Clinical Experience,11
201430,2013-14,Fall,30260,,AD,EDUC488,,Undergraduate,Clinical Experience,11
201430,2013-14,Fall,30263,,SD,CHEM110,,Undergraduate,Chem Studio Lab,15
201430,2013-14,Fall,30264,,SD,CHEM110,,Undergraduate,Chem Studio Lab,18
201430,2013-14,Fall,30265,,AD,AMSL101,,Undergraduate,Lecture,20
201430,2013-14,Fall,30267,,AD,EDUC260,,Undergraduate,Lecture,18
201430,2013-14,Fall,30276,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30280,,SD,BIOL190,,Undergraduate,Lecture,19
201430,2013-14,Fall,30281,,SD,BIOL190,,Undergraduate,Lecture,19
201430,2013-14,Fall,30282,,SD,BIOL420,,Undergraduate,Lab,10
201430,2013-14,Fall,30287,,SD,PHYS130,,Undergraduate,Lecture,22
201430,2013-14,Fall,30291,,BD,ACCT205,,Undergraduate,Lecture,25
201430,2013-14,Fall,30292,,BD,ACCT205,,Undergraduate,Lecture,21
201430,2013-14,Fall,30293,,BD,ACCT200,,Undergraduate,Lecture,21
201430,2013-14,Fall,30299,,SD,CHEM428,,Undergraduate,Lecture,6
201430,2013-14,Fall,30300,,SD,CSIS114,,Undergraduate,Lecture,28
201430,2013-14,Fall,30301,,SD,BIOL420,,Undergraduate,Lab,16
201430,2013-14,Fall,30303,,SD,PHYS010,,Undergraduate,Lecture,36
201430,2013-14,Fall,30304,,SD,CSIS011,,Undergraduate,Lecture,15
201430,2013-14,Fall,30305,,SD,CSIS011,,Undergraduate,Lecture,15
201430,2013-14,Fall,30306,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30307,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30308,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30309,,SD,CSIS114,,Undergraduate,Lecture,16
201430,2013-14,Fall,30310,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30319,,AD,FREN201,,Undergraduate,Lecture/Lab,9
201430,2013-14,Fall,30320,,AD,PSYC100,,Undergraduate,Lecture,26
201430,2013-14,Fall,30322,,AD,RUSS101,,Undergraduate,Lecture/Lab,11
201430,2013-14,Fall,30323,,AD,ENGL090,,Undergraduate,Seminar,12
201430,2013-14,Fall,30326,,AD,POSC489,,Undergraduate,Internship,7
201430,2013-14,Fall,30327,,AD,PSYC300,,Undergraduate,Lecture,15
201430,2013-14,Fall,30328,,AD,SWRK410,,Undergraduate,Practicum,10
201430,2013-14,Fall,30329,,AD,ENGL236,,Undergraduate,Lecture,25
201430,2013-14,Fall,30330,,AD,ENGL490,,Undergraduate,Seminar,11
201430,2013-14,Fall,30331,,AD,ENGL011,,Undergraduate,Lecture,18
201430,2013-14,Fall,30332,,AD,SWRK491,,Undergraduate,Workshop,9
201430,2013-14,Fall,30334,,AD,POSC130,,Undergraduate,Lecture,26
201430,2013-14,Fall,30335,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30336,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30338,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30339,,SD,BIOL110,,Undergraduate,Lecture,25
201430,2013-14,Fall,30340,,SD,CHEM110,,Undergraduate,Lab,16
201430,2013-14,Fall,30341,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30342,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30343,,SD,CSISSSX,,Undergraduate,Practicum,4
201430,2013-14,Fall,30344,,AD,POSC100,,Undergraduate,Lecture,25
201430,2013-14,Fall,30345,,AD,ENGL090,,Undergraduate,Seminar,12
201430,2013-14,Fall,30348,,AD,HIST499,,Undergraduate,Lecture,9
201430,2013-14,Fall,30354,,AD,ITAL101,,Undergraduate,Lecture,17
201430,2013-14,Fall,30355,,AD,ITAL201,,Undergraduate,Lecture,10
201430,2013-14,Fall,30358,,SD,CSIS010,,Undergraduate,Lecture,30
201430,2013-14,Fall,30359,,SD,CSIS010,,Undergraduate,Lab,12
201430,2013-14,Fall,30360,,SD,CSIS010,,Undergraduate,Lab,6
201430,2013-14,Fall,30361,,SD,CSIS114,,Undergraduate,Lecture,32
201430,2013-14,Fall,30362,,SD,CSIS114,,Undergraduate,Lecture,16
201430,2013-14,Fall,30363,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30364,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30365,,SD,CSIS114,,Undergraduate,Lab,13
201430,2013-14,Fall,30366,,SD,BIOL340,,Undergraduate,Lab,16
201430,2013-14,Fall,30373,,AD,CREA200,,Undergraduate,Studio Course,14
201430,2013-14,Fall,30374,,AD,CREA204,,Undergraduate,Studio Course,13
201430,2013-14,Fall,30375,,AD,CREA210,,Undergraduate,Performance,7
201430,2013-14,Fall,30376,,AD,CREA219,,Undergraduate,Performance,16
201430,2013-14,Fall,30379,,AD,CREA231,,Undergraduate,Lecture,25
201430,2013-14,Fall,30381,,AD,CREA165,,Undergraduate,Lecture,8
201430,2013-14,Fall,30382,,AD,HIST204,,Undergraduate,Lecture,19
201430,2013-14,Fall,30387,,AD,ENGL250,,Undergraduate,Lecture,25
201430,2013-14,Fall,30395,,IN,HNRS300,,Undergraduate,Service Coordinator,6
201430,2013-14,Fall,30396,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30397,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30398,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30399,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30401,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30402,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30403,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30404,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30405,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30406,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30409,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30410,,AD,ENGL253,,Undergraduate,Lecture,25
201430,2013-14,Fall,30411,,AD,WRIT100,,Undergraduate,Lecture,18
201430,2013-14,Fall,30412,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30413,,AD,EDUC210,,Undergraduate,Lecture,24
201430,2013-14,Fall,30414,,AD,EDUC365,,Undergraduate,Lecture,19
201430,2013-14,Fall,30416,,AD,EDUC481,,Undergraduate,Practicum,17
201430,2013-14,Fall,30417,,AD,EDUC210,,Undergraduate,Lecture,20
201430,2013-14,Fall,30418,,AD,PHIL101,,Undergraduate,Lecture,25
201430,2013-14,Fall,30421,,AD,EDUC261,,Undergraduate,Lecture,18
201430,2013-14,Fall,30424,,AD,CLSS245,,Undergraduate,Lecture,27
201430,2013-14,Fall,30425,,AD,CLSS260,,Undergraduate,Lecture,32
201430,2013-14,Fall,30429,,AD,HIST101,,Undergraduate,Lecture,24
201430,2013-14,Fall,30430,,AD,HIST101,,Undergraduate,Lecture,25
201430,2013-14,Fall,30431,,AD,HIST201,,Undergraduate,Lecture,25
201430,2013-14,Fall,30432,,AD,PSYC200,,Undergraduate,Lecture,29
201430,2013-14,Fall,30433,,AD,PSYC200,,Undergraduate,Lecture,28
201430,2013-14,Fall,30434,,AD,PSYC490,,Undergraduate,Seminar,15
201430,2013-14,Fall,30436,,AD,PSYC100,,Undergraduate,Lecture,25
201430,2013-14,Fall,30437,,AD,PSYC300,,Undergraduate,Lecture,15
201430,2013-14,Fall,30439,,AD,SWRK301,,Undergraduate,Internship,19
201430,2013-14,Fall,30451,,SD,MATH330,,Undergraduate,Lecture,4
201430,2013-14,Fall,30452,,SD,MATH120,,Undergraduate,Lecture,32
201430,2013-14,Fall,30453,,SD,MATH120,,Undergraduate,Lab,16
201430,2013-14,Fall,30456,,SD,CSIS350,,Undergraduate,Lecture,16
201430,2013-14,Fall,30458,,SD,BIOL130,,Undergraduate,Lab,16
201430,2013-14,Fall,30461,,AD,HIST101,,Undergraduate,Lecture,25
201430,2013-14,Fall,30462,,AD,RELG121,,Undergraduate,Lecture,26
201430,2013-14,Fall,30463,,AD,ENGL011,,Undergraduate,Lecture,20
201430,2013-14,Fall,30466,,SD,CSIS120,,Undergraduate,Lab,9
201430,2013-14,Fall,30469,,SD,BIOL220,,Undergraduate,Lab,16
201430,2013-14,Fall,30471,,AD,WRIT320,,Undergraduate,Lecture,11
201430,2013-14,Fall,30472,,BD,QBUS100,,Undergraduate,Lecture,22
201430,2013-14,Fall,30474,,SD,CSIS110,,Undergraduate,Lab,15
201430,2013-14,Fall,30477,,AD,POSC100,,Undergraduate,Lecture,19
201430,2013-14,Fall,30478,,AD,PSYC100,,Undergraduate,Lecture,24
201430,2013-14,Fall,30480,,SD,BIOL110,,Undergraduate,Lab,15
201430,2013-14,Fall,30482,,SD,CHEM110,,Undergraduate,Lab,15
201430,2013-14,Fall,30483,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30484,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30486,,AD,PSYC480,,Undergraduate,Internship,9
201430,2013-14,Fall,30488,,AD,PHIL101,,Undergraduate,Lecture,9
201430,2013-14,Fall,30493,,AD,RELG121,,Undergraduate,Lecture,21
201430,2013-14,Fall,30494,,AD,RELG101,,Undergraduate,Lecture,25
201430,2013-14,Fall,30497,,AD,RELG101,,Undergraduate,Lecture,23
201430,2013-14,Fall,30501,,AD,RELG121,,Undergraduate,Lecture,27
201430,2013-14,Fall,30503,,AD,HIST101,,Undergraduate,Lecture,24
201430,2013-14,Fall,30504,,AD,HIST101,,Undergraduate,Lecture,22
201430,2013-14,Fall,30505,,AD,ATDV110,,Undergraduate,Lecture,20
201430,2013-14,Fall,30506,,AD,ATDV110,,Undergraduate,Lecture,30
201430,2013-14,Fall,30507,,AD,SOCI101,,Undergraduate,Lecture,22
201430,2013-14,Fall,30508,,AD,SPAN201,,Undergraduate,Lecture/Lab,21
201430,2013-14,Fall,30509,,AD,SPAN340,,Undergraduate,Lecture,12
201430,2013-14,Fall,30510,,AD,SPAN301,,Undergraduate,Lecture,14
201430,2013-14,Fall,30512,,AD,SPAN201,,Undergraduate,Lecture/Lab,11
201430,2013-14,Fall,30514,,AD,HIST202,,Undergraduate,Lecture,10
201430,2013-14,Fall,30515,,AD,ENGL011,,Undergraduate,Lecture,18
201430,2013-14,Fall,30516,,AD,WRIT100,,Undergraduate,Lecture,17
201430,2013-14,Fall,30517,,AD,ENGL240,,Undergraduate,Lecture,16
201430,2013-14,Fall,30519,,AD,CREA117,,Undergraduate,Lecture,24
201430,2013-14,Fall,30520,,AD,POSC100,,Undergraduate,Lecture,25
201430,2013-14,Fall,30521,,AD,CREA312,,Undergraduate,Studio Course,8
201430,2013-14,Fall,30522,,AD,HIST499,,Undergraduate,Lecture,8
201430,2013-14,Fall,30524,,SD,MATH470,,Undergraduate,Lecture,13
201430,2013-14,Fall,30527,,SD,CSIS110,,Undergraduate,Lecture,31
201430,2013-14,Fall,30529,,SD,PHYS470,,Undergraduate,Lab,10
201430,2013-14,Fall,30534,,AD,PSYC100,,Undergraduate,Lecture,25
201430,2013-14,Fall,30537,,AD,PSYC350,,Undergraduate,Lecture,30
201430,2013-14,Fall,30541,,AD,RELG121,,Undergraduate,Lecture,24
201430,2013-14,Fall,30547,,AD,WRIT100,,Undergraduate,Lecture,18
201430,2013-14,Fall,30548,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30549,,SD,BIOL130,,Undergraduate,Lab,16
201430,2013-14,Fall,30556,,AD,ENGL205,,Undergraduate,Lecture,21
201430,2013-14,Fall,30557,,AD,HIST203,,Undergraduate,Lecture,24
201430,2013-14,Fall,30561,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30562,,SD,PHYS130,,Undergraduate,Lecture,26
201430,2013-14,Fall,30564,,AD,HIST101,,Undergraduate,Lecture,26
201430,2013-14,Fall,30565,,SD,CSIS110,,Undergraduate,Lab,15
201430,2013-14,Fall,30567,,BD,QBUS100,,Undergraduate,Lecture,24
201430,2013-14,Fall,30568,,SD,CHEM316,,Undergraduate,Lab,16
201430,2013-14,Fall,30569,,SD,CHEM210,,Undergraduate,Lab,15
201430,2013-14,Fall,30570,,AD,ITAL101,,Undergraduate,Lecture,17
201430,2013-14,Fall,30572,,SD,CSIS114,,Undergraduate,Lecture,32
201430,2013-14,Fall,30573,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30581,,SD,PHYS010,,Undergraduate,Lecture,10
201430,2013-14,Fall,30582,,SD,ENVA100,,Undergraduate,Lab,12
201430,2013-14,Fall,30585,,AD,HIST101,,Undergraduate,Lecture,23
201430,2013-14,Fall,30587,,SD,MATH110,,Undergraduate,Lab,16
201430,2013-14,Fall,30588,,SD,BIOL110,,Undergraduate,Lecture,26
201430,2013-14,Fall,30589,,SD,MATH210,,Undergraduate,Lab,11
201430,2013-14,Fall,30590,,SD,CHEM110,,Undergraduate,Lecture,34
201430,2013-14,Fall,30591,,AD,RELG121,,Undergraduate,Lecture,24
201430,2013-14,Fall,30593,,AD,POSC140,,Undergraduate,Lecture,20
201430,2013-14,Fall,30594,,AD,POSC140,,Undergraduate,Lecture,21
201430,2013-14,Fall,30599,,AD,RELG181,,Undergraduate,Lecture,25
201430,2013-14,Fall,30601,,AD,PHIL210,,Undergraduate,Lecture,25
201430,2013-14,Fall,30603,,AD,SWRK200,,Undergraduate,Lecture,12
201430,2013-14,Fall,30605,,AD,HIST101,,Undergraduate,Lecture,24
201430,2013-14,Fall,30606,,AD,HIST101,,Undergraduate,Lecture,26
201430,2013-14,Fall,30607,,AD,HIST101,,Undergraduate,Lecture,26
201430,2013-14,Fall,30614,,AD,CREA145,,Undergraduate,Lecture/Lab,14
201430,2013-14,Fall,30616,,AD,CREA135,,Undergraduate,Performance,18
201430,2013-14,Fall,30618,,AD,WRIT200,,Undergraduate,Lecture,15
201430,2013-14,Fall,30620,,AD,ENGL011,,Undergraduate,Lecture,19
201430,2013-14,Fall,30621,,AD,ENGL011,,Undergraduate,Lecture,20
201430,2013-14,Fall,30622,,AD,ENGL011,,Undergraduate,Lecture,18
201430,2013-14,Fall,30628,,AD,SPAN202,,Undergraduate,Lecture/Lab,14
201430,2013-14,Fall,30630,,AD,GERM026,,Undergraduate,Lecture,23
201430,2013-14,Fall,30635,,SD,PHYS110,,Undergraduate,Lab,7
201430,2013-14,Fall,30637,,SD,PHYS220,,Undergraduate,Lecture,19
201430,2013-14,Fall,30639,,SD,BIOL220,,Undergraduate,Lecture,32
201430,2013-14,Fall,30640,,SD,BIOL220,,Undergraduate,Lab,14
201430,2013-14,Fall,30641,,SD,BIOL220,,Undergraduate,Lab,17
201430,2013-14,Fall,30642,,SD,SCDV210,,Undergraduate,Lecture,31
201430,2013-14,Fall,30643,,SD,SCDV210,,Undergraduate,Lab,16
201430,2013-14,Fall,30647,,SD,MATH110,,Undergraduate,Lab,15
201430,2013-14,Fall,30648,,SD,MATH110,,Undergraduate,Lecture,30
201430,2013-14,Fall,30650,,AD,PSYC100,,Undergraduate,Lecture,25
201430,2013-14,Fall,30651,,AD,CREA309,,Undergraduate,Studio Course,14
201430,2013-14,Fall,30656,,BD,QBUS100,,Undergraduate,Lecture,23
201430,2013-14,Fall,30678,,SD,CSIS114,,Undergraduate,Lecture,32
201430,2013-14,Fall,30679,,SD,CSIS114,,Undergraduate,Lab,16
201430,2013-14,Fall,30684,,SD,SCDV001,,Undergraduate,Lecture,20
201430,2013-14,Fall,30685,,AD,CREA112,,Undergraduate,Studio Course,14
201430,2013-14,Fall,30686,,BD,ECON101,,Undergraduate,Lecture,28
201430,2013-14,Fall,30695,,AD,CREA454,,Undergraduate,Practicum,1
201430,2013-14,Fall,30697,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30698,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30699,,IN,HNRS400,,Undergraduate,Independent Research,1
201430,2013-14,Fall,30700,,AD,SPAN101,,Undergraduate,Lecture/Lab,20
201430,2013-14,Fall,30712,,SD,BIOL110,,Undergraduate,Lab,16
201430,2013-14,Fall,30715,,GB,MACC582,,Graduate,Internship,5
201430,2013-14,Fall,30716,,GB,MACC583,,Graduate,Internship,4
201430,2013-14,Fall,30719,,GB,MACC586,,Graduate,Internship,11
201430,2013-14,Fall,30721,,SD,LEAP105,,Undergraduate,Workshop,30
201430,2013-14,Fall,30730,,AD,EDUC260,,Undergraduate,Lecture,9
201430,2013-14,Fall,30732,,AD,HIST204,,Undergraduate,Lecture,25
201430,2013-14,Fall,30742,,AD,HIST390,,Undergraduate,Seminar,11
201430,2013-14,Fall,30752,,AD,RELG141,,Undergraduate,Lecture,24
201430,2013-14,Fall,30762,,AD,SOCI101,,Undergraduate,Lecture,22
201430,2013-14,Fall,30764,,AD,SOCI101,,Undergraduate,Lecture,28
201430,2013-14,Fall,30765,,AD,SOCI120,,Undergraduate,Lecture,24
201430,2013-14,Fall,30766,,AD,SOCI130,,Undergraduate,Lecture,25
201430,2013-14,Fall,30767,,AD,SOCI130,,Undergraduate,Lecture,25
201430,2013-14,Fall,30769,,AD,SOCI230,,Undergraduate,Lecture,25
201430,2013-14,Fall,30774,,AD,SOCI480,,Undergraduate,Internship,1
201430,2013-14,Fall,30777,,AD,PSYC320,,Undergraduate,Lecture,28
201430,2013-14,Fall,30780,,AD,PSYC355,,Undergraduate,Lecture,28
201430,2013-14,Fall,30784,,AD,CREA200,,Undergraduate,Studio Course,14
201430,2013-14,Fall,30788,,AD,CREA297,,Undergraduate,Studio Course,9
201430,2013-14,Fall,30792,,AD,PHIL101,,Undergraduate,Lecture,24
201430,2013-14,Fall,30794,,AD,PHIL101,,Undergraduate,Lecture,24
201430,2013-14,Fall,30798,,AD,PHIL210,,Undergraduate,Lecture,12
201430,2013-14,Fall,30805,,AD,ENGL213,,Undergraduate,Lecture,23
201430,2013-14,Fall,30809,,AD,ENGL256,,Undergraduate,Lecture,25
201430,2013-14,Fall,30815,,AD,ENGL285,,Undergraduate,Lecture,9
201430,2013-14,Fall,30819,,AD,ARAB101,,Undergraduate,Lecture,15
201430,2013-14,Fall,30839,,SD,PHYS110,,Undergraduate,Lab,29
201430,2013-14,Fall,30840,,SD,PHYS130,,Undergraduate,Lab,20
201430,2013-14,Fall,30841,,SD,PHYS132,,Undergraduate,Lecture,13
201430,2013-14,Fall,30842,,SD,PHYS310,,Undergraduate,Lecture,10
201430,2013-14,Fall,30844,,SD,SCDV230,,Undergraduate,Lecture,17
201430,2013-14,Fall,30847,,AD,ENGL372,,Undergraduate,Lecture,24
201430,2013-14,Fall,30875,,BD,FINC215,,Undergraduate,Lecture,20
201430,2013-14,Fall,30880,,BD,FINC490,,Undergraduate,Seminar,10
201430,2013-14,Fall,30892,,SD,BIOL250,,Undergraduate,Lecture,15
201430,2013-14,Fall,30893,,SD,BIOL250,,Undergraduate,Lab,15
201430,2013-14,Fall,30895,,SD,MATH110,,Undergraduate,Lab,14
201430,2013-14,Fall,30898,,SD,MATH030,,Undergraduate,Lecture,33
201430,2013-14,Fall,30899,,SD,CHEM110,,Undergraduate,Lecture,31
201430,2013-14,Fall,30900,,SD,CHEM110,,Undergraduate,Lecture,24
201430,2013-14,Fall,30901,,SD,CHEM110,,Undergraduate,Lab,15
201430,2013-14,Fall,30902,,SD,CHEM110,,Undergraduate,Lab,11
201430,2013-14,Fall,30904,,SD,CHEM310,,Undergraduate,Lecture,17
201430,2013-14,Fall,30905,,SD,CHEM310,,Undergraduate,Chem Studio Lab,17
201430,2013-14,Fall,30906,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
201430,2013-14,Fall,30907,,SD,CHEM110,,Undergraduate,Chem Studio Lab,16
